sentence,growth,slow,grown,rate,grew,new,increase,profit,sales,profitability,revenue,margin,ebitda,fast,eps,%,quarter,top,progress,bottom,strong,organic,drivers,high,add,improve,consistency,annual,quarterly,income
" Much of the changes have taken place inside the company, but the regulatory changes will also be visible to our clients as more detailed reporting and more comprehensive assessment of the investors experience and knowledge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" With this epoch making and historic signing, Femab Properties Ltd is not only set on course to commence the completion of all ongoing projects, while developing new ones, but is also buoyed to undertake the execution of various strategic plans that will make us the biggest and rated real estate company in Africa by the year 2025",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Royal Philips NV returned to a net profit in the fourth quarter as the Dutch health-technology and consumer-products maker reported a pickup in sales but said it sees elevated uncertainty in its markets,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" (NYSE: FBHS), an industry-leading home and security products company, today announced fourth quarter results from continuing operations and provided its annual outlook for sales and earnings per share",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
" Prior to joining Cisco, Rowan spent many years in the Internet Security industry, and led Symantec's sales, marketing and product development teams as the Group President, focusing on their cloud strategy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" These forward-looking statements are not guarantees of future performance or results and are subject to a number of assumptions, risks and uncertainties, which could cause actual results to differ materially from such statements",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Founded by graduates from Polytechnique (Guillaume de Roquemaurel, Vincent Luciani and Philippe Rolet), Artefact has experienced an important growth rate, with a tripling of its turnover in 2016",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" But even if the oil market were to retreat a little on the consensus outcome of this meeting, the current price levels still remain an open invitation to invest and hedge forward new shale production, says Harry Tchilinguirian, commodity strategist at BNP Paribas",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Disney CEO Robert Iger said Thursday he intends to keep producing the more diverse film content 21st Century Fox's studio makes, including original lower-budget films for adults, following an acquisition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" But Rasheed Hassan, head of cross-border investment at Savills, says even though this is having some effect on the market, the overall volume of Asian investment hasn't gone lower",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Additionally, in September 2014, the Company issued convertible bonds denominated in New Israeli Shekels and at the same time entered into a derivative arrangement (SWAP) that economically exchanges the convertible bonds as if they were denominated in US dollars, when the bond was issued",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Now in the midst of executing this migration, we have every confidence in Infosys' expertise, capabilities, and performance, cementing a critical IT partnership for the long-term, - Steve Cretney, VPCIO, SC Data Center, Inc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Contrary to what REIT share prices and portfolio valuations are suggesting, real estate deals have risen 13% in the business district during April compared with the same month last year",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Another highlight is the proposed acquisition of Medical Technology Associates II, Inc (MTA) which is anticipated to provide the Company with additional areas of growth focused on metabolism and metabolic support",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Arconic is a new company, with a new Board that has a majority of independent directors who have joined in the last months -- The Board has recently been substantially reconstituted and is one of the shortest tenured Boards in the S&P 500, with seven of the independent directors having joined the Board since the beginning of last year",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 We are elevating Craig's role with full confidence that his strong operational skills will position us to continue our solid performance across the breadth of our businesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" Out of the dozens of senior level executives I have had the pleasure of working with through the years, I have never met anyone who can manage innovation, growth and change like Darby, said Sean Geng, Founder and former CEO of Smoke Cartel, Inc",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The company also announced that after the share sale, the shareholders who participated in the sale continue to own approximately per cent of all the shares and votes in the company and that the shareholders had agreed not to sell the remainder of their holdings in Lehto during a 180-day period",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We are excited to see how his outside perspective will help drive even more technology and innovation leadership in our automated driving program, advanced safety systems, and data analytics capabilities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" With the markets' continued focus on developments like MiFID II and further improvements of the trading infrastructure globally, Flow Traders continues to grow its global presence in a cost conscious way to be able to capture further upside when markets return to their historic average activity level",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" - Fortescue's current director of operations, Greg Lilleyman, appears to be the frontrunner to become CEO, says Macaqurie, though it adds CFO Elizabeth Gaines is a strong candidate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" Its cash flow from operations (CFO) increased to about CNY33 billion in 2017, from about CNY22 billion in and we expect CFO from its search services to remain strong and help stabilise the company's overall FCF margin at 17%-21% over the longer term",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" This achievement was driven by solid contributions across our business, particularly our industrial truck management segment, where we received significant orders from two leading auto manufacturers, as well as the initial contribution from our multi-year agreement with Avis Budget Group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The online marketplace has already begun moving some of its applications, and expects the process to last about two years, CTO Mike Fisher tells CIO Journal's Steven Norton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" He says the company focused too much during the previous quarter on how bottlenecks related to mobile orders turned customers away, but that SBUX also has to speed up service for customers who order inside and at the drive-through",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 Commonwealth Bank of Australia says the EURUSD's uptick indicates the euro won't decline to fresh cyclical lows as part of the reemergence of monetary policy divergence theme that has returned to drive currency markets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 We welcome Erick to the role of CFO and look forward to benefiting from his experience and knowledge of the business in leading the finance function into the next phase of growth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Added Vincent Pirson, Senior Vice President New Access Technology of Teamly Digital: MaxLinear's MoCA technology is key to solving a crucial part of the challenge, which is getting gigabit bandwidth from the existing coax infrastructure",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Wolin added, We have been encouraged by the support received from Rockwell Medical's shareholders regarding the changes underway across our Company, and continue to act with a sense of urgency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" With the expected addition of the Seven staff to our business, we believe we have the right team and the enhanced operational capabilities to deliver on the very significant opportunity we have before us",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Given the tremendous support received from those music, blockchain and cryptocurrency experts at Vezt's first event, Blockchain In Music Conference, it seems apparent that Vezt could be an overwhelming success for the music, blockchain and startup communities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" New CEO Jim Hackett has hinted he could withdraw from certain markets if he doesn't see a path to stronger profits, an approach taken by rival GM, which has retreated from unprofitable regions to focus on growth in areas where it's already well positioned",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Clearview's credit facility is expected to remain at $million as the addition of the Windfall property more than offsets the loan value of the property to be sold and the impact of lower natural gas prices,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Michael Jung, COO of Nanogate SE, commented, With our N-Metals Design technology platform, we are putting new design possibilities for plastic chrome-look surfaces at our customers' fingertips",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" To ensure our partnership maintains this level of proactivity and drives innovation, one of CGI's lead IT architects will be based onsite to keep us well informed of issues and recommend innovative solutions for driving our IT performance",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In the merger, former Angie's List security holders received a total of 61,290,shares of Class A common stock of ANGI Homeservices (taking into account cash elections made for 225,shares of Angie's List common stock, for which holders who made such election received $in cash per share), representing 12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" This week GE CFO Jamie Miller, who was CEO of transportation until last fall, said the business is starting to feel some nice market movement and that would be the bottom of the cycle for the division",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
" What's more, the bank expects Proximus's Roam like at home tariff implementation to stymie earnings from 9: After terminating a contract with an Odebrecht-led consortium to build a natural gas pipeline in southern Peru, the government is hoping to get the project moving again quickly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In this connection, experts were brought in to provide technical assistance and consultancy for the UNDP and the World Bank in Bangladesh and the Maldives, and a strategic study was launched in Mauritius with funding from the French Development Agency AFD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Throughout his career, Tom has financed, advised or served in executive management capacities to drive growth and value appreciation of businesses operating across a spectrum of industries and business models",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The world's largest ship registry is pulling its certification from the Orient Shenyu, which has been blacklisted by the US, and the Kotiwhich has been detained by South Korea authorities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 This service business gives us the opportunity to utilize our unmanned flight knowledge while building more understanding and knowledge of client needs in this rapidly growing services sector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In the next three months, a restructuring plan is to be laid out with the aim of securing operations of the paper manufacturer based in Bergisch-Gladbach and setting it up to remain competitive in the long term",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" At the same time, we are still experiencing a tight labor market in Northern Indiana and beginning to see some inflationary price increases in certain raw material and commodity-based components",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Commenting on the news, Shaike Orbach, Silicom's President & CEO, said, This important win over an entrenched competitor demonstrates that our encryption solutions are becoming the mainstream standard for Cyber Security, one of our primary target markets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Thanks to measures taken in connection with the ORIOR strategy - first and foremost, synergies realised working across the autonomous competence centres within the Champion Model - profitability in the Convenience and Refinement segments improved despite the adverse business environment",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Before joining IBM in 2002, he was a partner with PricewaterhouseCoopers Consulting; a senior consultant with Electronic Data Systems (EDS); and an information services manager for TVS Clayton, Ltd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" GMT [Dow Jones] Indonesia wants less second guessing from investors and others about its plans to improve its economy and investment climate, Finance Minister Sri Mulyani Indrawati tells an investment forum hosted by Bank Mandiri Wednesday",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
" While oil sanctions could be devastating for the Maduro administration, analysts warn they could also backfire by further crimping food imports and providing fuel for Maduro's routine accusations of a Washington-led coup",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Important post closing events  During October Climeon signed a non-binding LOI covering a supply of Climeon Heat Power modules to a geothermal power plant project in the Municipality of Kirchweidach in Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Chris has done a great job during his tenure with the company and we appreciate his contributions to Occidental's excellent financial condition, robust reporting systems and culture of transparency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In parallel, the transition of the indirect channel for China, induced by a fast-changing regulatory environment, continued and should last until the new regulations are fully enforced, creating volatility in the performance from one quarter to the other",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" The employed physicians suppress Tufts' operating margins, but Fitch believes the stability in the employed physician model, coupled with Tufts' strategy of being a low-cost, high-quality provider of care, will prove successful over the long term",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" While the bulk of the strength is set to come from resources thanks to commodity-price gains, the investment bank suggests record free cash flows are also likely to buoy investor sentiment",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The aforementioned improvements in gross margin were partially offset by a percentage point decline in gross margin from equipment sales gross margin due to the sale of older inventory and previously used equipment at very low margin,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We aim to further deepen this shareholder alignment by making our Co-Ownership Plan III, which will be open this June, available to of our supervisors-and-above-level Talents for their elective participation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The decline in operating margin was due to an increase in compensation and benefits expense primarily driven by the need to service an increase in engagements in the recruitment process outsourcing business tied to strong Q2 and Q3 FY'new engagements,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" It's possible we will see additional declines in credit quality in our loan portfolio as a result of continuing low commodity prices and other stresses in the rural economy, CFO David Burlage says",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Knight says UNP already works closely with other large railroad operators to reduce costs and improve service to customers, so Harrison's potential presence at CSX wouldn't change their strategy at all",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
" Moody's will assess the implications of the proposed election, should it occur, for those drivers as events unfold, including whether the election or its aftermath are likely to prove a distraction from the Brexit negotiations, given the limited time frame available, the analyst says",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
" The company rolled out its telecom venture in September by offering free services till March and continues to provide them at discounted (END)  Union Pacific (UNP) shares up as the railway clocks better-than-expected revenue and EPS, with the top line rising 11% on better volume and average revenue per car up 6%",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
" The server processor market is experiencing tremendous change as workloads and applications continue to evolve, consuming more memory bandwidth and IO than ever before, said Raghu Nambiar, CVP and CTO of Datacenter Ecosystems and Application Engineering, AMD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" In the course of negotiations directly with the health system, the hospitals agreed to lease enhancements to increase the occupancy, leasable term, and overall yield on the investment relative to the terms of the health system's original sale agreement",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Krause was most recently the CFO at Pure Technologies, a company that develops and manages innovative technologies for critical infrastructure, and which generated approximately 60% of its revenues from U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The company's exceptional track record, generating higher earnings every year since and averaging 17% profit growth since going public in is in part a reflection of his stewardship, says Macquarie",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" MOLOGEN intends to use the net proceeds for the financing the Company's operations and, in particular, for the further implementation of the strategy Next level, including the outsourcing of the production",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Highlights for the Full Year (All comparative figures are for the full year 2016) -- Revenue from continuing operations grew 3% after normalizing for the $million reclassification of Revenue to cost of sales and increased before normalization by 1% to $million from $million,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Stewart served as Director of SEC Reporting and Technical Accounting at Raptor Pharmaceuticals, Vice President of Technical Accounting and Reporting at Redwood Trust, and as an Auditor at Deloitte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" He added, Canada is a very important market for Gilla and establishing a formal relationship with one of the fastest growing and most respected licensed producers in the country is an exceptional opportunity for us",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Retail buyers seeking brands which drive traffic, and increase departmental sales, are authorizing the brand, shelving CELSIUS alongside traditional energy set competitors",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The financial and banking system in Australia is one of the central pillars of our economy, says Treasurer Scott Morrison, adding the scale penalties and heightened powers for the corporate regulator is intended to send a clear message to the industry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Jochen Wiechen, Intershop's Chief Executive Officer, said: We are pleased to have the support we need, both in quickly bringing new customers onto the Azure platform and in adapting processes for a cloud-driven business model",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" The ongoing growth of the middle class and urban population in China is expected to create the world's largest market for restaurant brands, with Yum China poised to be the market leader",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Polygiene and 2XU are collaborating on odorless compression garments for elite athletes and joggers Polygiene and the global sportswear brand 2XU (two times you) have established cooperation concerning Polygiene treatment of the compression garments to be launched in 2XUs coming collections during 2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Chan will join PIMCO from Acadian Asset Management where he served as director of stock selection research and lead a team dedicated to multi-factor quantitative equity strategies used in long-only and long-short funds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Ching-Jiang Hsieh, Vice Chairman and President of MediaTek, will assume the responsibility as the President of MediaTek Group Office and reports directly to Ming-Kai Tsai, Chairman of MediaTek Group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" High-grade companies, including financial institutions, have issued $trillion in bonds so far this year, the most ever for a comparable period, according to Dealogic records going back to 1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" No one in this space addresses the spectrum of self-service analytics the way Alteryx does, and I am very excited to be joining the great team here, and look forward to engaging with our global customers and partners",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Speaking to other aspects of third quarter performance, Petit added, We had very strong cash flow from operations and expect to report continued progress in our Days Sales Outstanding (DSO)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
" Chuck Dougherty, President and Chief Executive Officer, commented, We had a strong quarter driven by improved industrial economies in North America and Asia that resulted in higher machine sales",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
" Orbital ATK held brief takeover talks with another company shortly after its creation in and with a second firm last year, the defense specialist disclosed in a proxy filing related to its planned acquisition by Northrop Grumman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 The recapitalized corporate structure will allow Target to explore and invest in a number of strategic investment opportunities in the medical and recreational cannabis industry and in businesses offering ancillary supportive products and services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Sigfox partners ?? including silicon vendors, device makers, design houses ?? and customers will now have access to the expertise of the Kudelski Group's IoT Security Center of Excellence to optimize the security around the deployment of Sigfox-enabled products and better protect the related data",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Seth is an energetic, digitally savvy leader with a proven track record for transforming great brands, and we are excited for him to join the executive team and help lead the organization",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Full year December 31, Results as compared to Full year December 31, -- Total revenue was $million, compared to $million, reflecting the decline in legacy infrastructure management product sales along with temporary slow-downs in orders from certain high-volume accounts",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
" These results reflect the benefits of the acquisition and successful integration of our Midwest assets, and the incremental value we have generated through our efforts to optimize all of our plants",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 First quarter net sales growth is expected to be at the lower end of our full year guidance due to non-recurring program launches that occurred in the first quarter of 2017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" In his first few months leading Fiesta, Rich has implemented and is executing a focused Renewal Plan designed to provide a compelling value proposition to customers while enhancing value for shareholders",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 We are very optimistic regarding the success of MagneGas2(R) in the European market due to its enhanced adoption of clean technology solutions and due to the fact that our product should benefit from carbon credits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Furthermore, with the approval of the extension of the indication for BLC with Cysview to include flexible cystoscopies, a significant market opportunity has opened in the surveillance segment With million surveillance cystoscopies performed annually in the US, this represents a significant opportunity for the company",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Sales increased in most of the markets, but decreased in Sweden where the Building Solutions product area had particularly large project deliveries during the corresponding period previous year",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We have extended our partnership with C2FO because of the value they provide to us and our supply chain, but also because of their team approach, said David Childers, Vice President, Assistant Treasurer at Tech Data Corporation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" By investing in the development of Hatch's streaming service Rovio diversifies its portfolio, aims to utilize the possibilities that new technologies offer for games business, and implements company's strategy to explore the future of gaming alongside the continuous free-to-play games development",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Our success is partly due to the fact that we have a group of competent engineers who can provide technical and financial advice of how to design the best-performing solutions in each project,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Still, it views the current headwinds as temporary and any decline in share price is a buying opportunity, as it remains positive on Man Wah's long-term business fundamentals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Authorities believe that SAP, in an effort to secure business with a state-owned port and rail operator, paid a 10% sales commission to a family under investigation for improper government contract dealings",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Google, meanwhile, is planning to demonstrate the next step towards quantum supremacy, using a quantum system to solve a problem at the very limits of what is possible for a 'classical' computer, or one based on current design principles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Magnolia brings world-class executives, outstanding assets and now a blue-chip investor base together in a compelling manner, and we are proud to partner with Steve and the larger team at the start of this exciting journey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" But Fresenius Medical Care, the biggest operation, and Fresenius Kabi are also expected to make solid revenue contributions, not least after Kabi recently acquired Akorn and Merck KGaA's biosimilars business",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Agriculture giant Cargill said strong sales of animal feed, beef and egg products helped keep its fiscal third-quarter performance steady, which the Minnesota company calls a win in sluggish agricultural commodity markets",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
" As well as maintaining leading market shares in key business segments, we completed two important acquisitions -- HollisWealth and DAC(2) -- that added significant distribution capacity, increased our footprint in the Canadian and U",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Boeing CFO Greg Smith hints the aerospace giant needs to decide in the next year or so who is best suited to provide the engines for its proposed new mid-sized jet,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Lance added, I want to acknowledge and thank Jeff Tarr, who led DigitalGlobe as president and chief executive officer of DigitalGlobe for the past six years, for his partnership during the merger process and his many contributions to DigitalGlobe during his tenure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Chief Executive Ian Cook says while uncertainty in global markets and category growth worldwide remain challenging, we are maintaining our heightened focus on brand building and increased productivity",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Paul Donahue, President and Chief Executive Officer, stated, Merle's is a leading automotive distributor in the greater Tucson area, and this strategic acquisition significantly enhances our automotive store footprint and competitiveness in the Arizona marketplace",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" Outlook Having returned to year-over-year organic sales volume growth, we believe continued improvement in our manufacturing operations will return the Company to year-over-year earnings growth in the third and fourth quarter of 2017, concluded Mr",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
